,name,labels
72,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00639.png,3
73,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00630.png,3
74,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00652.png,3
75,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00025.png,3
76,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00197.png,3
77,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00729.png,3
78,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00348.png,3
79,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00640.png,3
80,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00500.png,3
81,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00226.png,3
82,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00742.png,3
83,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00766.png,3
84,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00764.png,3
85,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00027.png,3
86,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00752.png,3
87,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00595.png,3
88,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00796.png,3
89,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00005.png,3
90,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00989.png,3
91,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00944.png,3
92,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00889.png,3
93,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00741.png,3
94,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00627.png,3
95,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00935.png,3
96,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00096.png,3
97,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00059.png,3
98,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00306.png,3
99,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00569.png,3
100,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00998.png,3
101,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00019.png,3
102,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00085.png,3
103,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00379.png,3
104,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00207.png,3
105,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00561.png,3
106,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00324.png,3
107,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00888.png,3
108,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00443.png,3
109,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00634.png,3
110,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00345.png,3
111,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00878.png,3
112,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00453.png,3
113,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00825.png,3
114,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00732.png,3
115,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00490.png,3
116,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00745.png,3
117,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00679.png,3
118,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00835.png,3
119,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00480.png,3
120,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00438.png,3
121,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00919.png,3
122,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00588.png,3
123,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00898.png,3
124,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00625.png,3
125,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00305.png,3
126,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00650.png,3
127,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00119.png,3
128,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00872.png,3
129,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00644.png,3
130,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00735.png,3
131,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00225.png,3
132,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00382.png,3
133,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00996.png,3
134,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00192.png,3
135,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00449.png,3
136,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00716.png,3
137,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00388.png,3
138,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00943.png,3
139,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00028.png,3
140,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00056.png,3
141,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00242.png,3
142,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00834.png,3
143,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00084.png,3
144,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00763.png,3
145,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00524.png,3
146,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00302.png,3
147,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00064.png,3
148,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00873.png,3
149,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00680.png,3
150,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00871.png,3
151,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00710.png,3
152,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00761.png,3
153,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00115.png,3
154,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00691.png,3
155,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00566.png,3
156,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00040.png,3
157,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00223.png,3
158,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00170.png,3
159,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00284.png,3
160,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00469.png,3
161,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00029.png,3
162,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00159.png,3
163,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00849.png,3
164,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00985.png,3
165,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00574.png,3
166,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00521.png,3
167,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00146.png,3
168,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00374.png,3
169,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00133.png,3
170,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00231.png,3
171,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00360.png,3
172,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00697.png,3
173,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00674.png,3
174,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00295.png,3
175,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00126.png,3
176,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00950.png,3
177,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00068.png,3
178,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00800.png,3
179,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00894.png,3
180,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00474.png,3
181,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00804.png,3
182,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00373.png,3
183,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00057.png,3
184,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00384.png,3
185,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00969.png,3
186,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00164.png,3
187,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00007.png,3
188,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00863.png,3
189,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00906.png,3
190,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00249.png,3
191,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00513.png,3
192,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00563.png,3
193,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00378.png,3
194,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00205.png,3
195,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00017.png,3
196,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00856.png,3
197,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00281.png,3
198,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00884.png,3
199,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00444.png,3
200,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00534.png,3
201,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00376.png,3
202,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00703.png,3
203,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00701.png,3
204,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00471.png,3
205,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00372.png,3
206,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00237.png,3
207,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00303.png,3
208,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00229.png,3
209,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00890.png,3
210,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00806.png,3
211,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00975.png,3
212,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00607.png,3
213,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00240.png,3
214,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00486.png,3
215,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00387.png,3
216,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00195.png,3
217,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00037.png,3
218,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00814.png,3
219,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00536.png,3
220,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00759.png,3
221,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00509.png,3
222,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00141.png,3
223,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00483.png,3
224,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00464.png,3
225,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00299.png,3
226,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00583.png,3
227,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00520.png,3
228,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00546.png,3
229,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00422.png,3
230,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00857.png,3
231,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00554.png,3
232,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00406.png,3
233,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00540.png,3
234,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00887.png,3
235,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00685.png,3
236,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00830.png,3
237,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00191.png,3
238,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00642.png,3
239,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00402.png,3
240,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00865.png,3
241,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00434.png,3
242,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00383.png,3
243,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00503.png,3
244,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00612.png,3
245,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00473.png,3
246,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00545.png,3
247,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00942.png,3
248,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00426.png,3
249,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00702.png,3
250,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00611.png,3
251,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00125.png,3
252,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00981.png,3
253,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00293.png,3
254,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00982.png,3
255,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00959.png,3
256,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00046.png,3
257,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00519.png,3
258,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00380.png,3
259,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00320.png,3
260,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00947.png,3
261,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00485.png,3
262,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00541.png,3
263,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00177.png,3
264,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00548.png,3
265,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00255.png,3
266,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00738.png,3
267,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00925.png,3
268,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00142.png,3
269,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00481.png,3
270,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00665.png,3
271,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00331.png,3
272,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00713.png,3
273,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00838.png,3
274,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00637.png,3
275,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00854.png,3
276,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00350.png,3
277,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00419.png,3
278,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00008.png,3
279,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00946.png,3
280,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00012.png,3
281,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00842.png,3
282,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00737.png,3
283,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00832.png,3
284,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00772.png,3
285,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00199.png,3
286,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00643.png,3
287,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00718.png,3
288,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00678.png,3
289,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00088.png,3
290,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00285.png,3
291,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00187.png,3
292,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00858.png,3
293,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00867.png,3
294,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00098.png,3
295,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00900.png,3
296,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00412.png,3
297,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00307.png,3
298,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00054.png,3
299,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00049.png,3
300,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00551.png,3
301,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00647.png,3
302,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00676.png,3
303,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00442.png,3
304,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00797.png,3
305,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00415.png,3
306,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00938.png,3
307,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00172.png,3
308,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00254.png,3
309,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00667.png,3
310,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00001.png,3
311,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00241.png,3
312,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00399.png,3
313,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00079.png,3
314,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00841.png,3
315,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00251.png,3
316,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00731.png,3
317,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00371.png,3
318,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00980.png,3
319,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00936.png,3
320,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00700.png,3
321,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00158.png,3
322,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00587.png,3
323,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00547.png,3
324,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00452.png,3
325,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00233.png,3
326,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00815.png,3
327,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00977.png,3
328,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00058.png,3
329,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00727.png,3
330,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00949.png,3
331,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00913.png,3
332,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00220.png,3
333,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00052.png,3
334,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00875.png,3
335,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00026.png,3
336,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00631.png,3
337,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00633.png,3
338,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00289.png,3
339,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00602.png,3
340,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00812.png,3
